project,n_samples,n_participants,n_cells,mean_frac_TNK,mean_frac_B,mean_frac_Myeloid,mean_frac_Progenitor,mean_frac_Erythroid,mean_frac_Stromal,mean_frac_Blast_Malignant,mean_frac_Unknown,mean_frac_Excluded,mean_frac_Other,mean_frac_known_broad,mean_frac_immune_stromal_total,mean_frac_ecology_total,audit_frac_known_broad,audit_frac_immune_stromal_total,audit_frac_ecology_total
SCPCP000008,98,93,1173508,0.0249593270860379,0.0111427709424077,0.0054893592771804,0.0020493939349587,0.0163131919803829,0.0,0.3984555451985242,0.0,0.5415904115805078,0.0,0.4584095884194922,0.0415914573056262,0.0599540432209679,0.4166379777555841,0.0377960780838307,0.054588464671736364
SCPCP000022,25,20,26367,0.0511978132840522,0.0369962410965353,0.0104568445489285,0.1233873140109938,0.059886473242914,2.015113350125945e-05,3.154574132492114e-05,0.717710792855969,0.0,0.0003128240857806,0.2819763830582503,0.0986710500630174,0.2819448373169254,0.17703948116964385,0.05601699093563925,0.17700155497402056
