project,scpca_sample_id,annotation_column,original_annotation,broad_class,cell_count,cell_fraction
SCPCP000008,SCPCS000317,submitter_celltype_annotation,Blast,Blast_Malignant,313,0.042689579923622475
SCPCP000008,SCPCS000317,submitter_celltype_annotation,T_NK,TNK,56,0.007637752318603383
SCPCP000008,SCPCS000317,submitter_celltype_annotation,B,B,55,0.007501363884342607
SCPCP000008,SCPCS000318,submitter_celltype_annotation,Blast,Blast_Malignant,5883,0.7021962282167582
SCPCP000008,SCPCS000318,submitter_celltype_annotation,Submitter-excluded,Excluded,2195,0.2619957030317498
SCPCP000008,SCPCS000318,submitter_celltype_annotation,T_NK,TNK,151,0.018023394604917642
SCPCP000008,SCPCS000318,submitter_celltype_annotation,B,B,133,0.01587491047982812
SCPCP000008,SCPCS000318,submitter_celltype_annotation,Monocyte,Myeloid,12,0.0014323227500596801
SCPCP000008,SCPCS000318,submitter_celltype_annotation,Erythroid,Erythroid,4,0.00047744091668656003
SCPCP000008,SCPCS000319,submitter_celltype_annotation,Submitter-excluded,Excluded,4250,0.49435849715016866
SCPCP000008,SCPCS000319,submitter_celltype_annotation,Blast,Blast_Malignant,3655,0.42514830754914507
SCPCP000008,SCPCS000319,submitter_celltype_annotation,T_NK,TNK,276,0.03210422240316389
SCPCP000008,SCPCS000319,submitter_celltype_annotation,Erythroid,Erythroid,266,0.030941025939281143
SCPCP000008,SCPCS000319,submitter_celltype_annotation,B,B,102,0.011864603931604049
SCPCP000008,SCPCS000319,submitter_celltype_annotation,Monocyte,Myeloid,48,0.005583343026637199
SCPCP000008,SCPCS000320,submitter_celltype_annotation,Submitter-excluded,Excluded,7893,0.6000456135015965
SCPCP000008,SCPCS000320,submitter_celltype_annotation,Blast,Blast_Malignant,3161,0.2403071309107496
SCPCP000008,SCPCS000320,submitter_celltype_annotation,T_NK,TNK,813,0.06180629466322032
SCPCP000008,SCPCS000320,submitter_celltype_annotation,Erythroid,Erythroid,735,0.05587653945567888
SCPCP000008,SCPCS000320,submitter_celltype_annotation,B,B,190,0.014444275505549643
SCPCP000008,SCPCS000320,submitter_celltype_annotation,Monocyte,Myeloid,187,0.01421620799756728
SCPCP000008,SCPCS000320,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,133,0.01011099285388475
SCPCP000008,SCPCS000320,submitter_celltype_annotation,Plasmablast,B,27,0.002052607571841265
SCPCP000008,SCPCS000320,submitter_celltype_annotation,DC,Myeloid,15,0.001140337539911814
SCPCP000008,SCPCS000321,submitter_celltype_annotation,Blast,Blast_Malignant,4406,0.5057392102846648
SCPCP000008,SCPCS000321,submitter_celltype_annotation,Submitter-excluded,Excluded,3937,0.4519054178145087
SCPCP000008,SCPCS000321,submitter_celltype_annotation,T_NK,TNK,150,0.01721763085399449
SCPCP000008,SCPCS000321,submitter_celltype_annotation,Erythroid,Erythroid,112,0.012855831037649219
SCPCP000008,SCPCS000321,submitter_celltype_annotation,B,B,102,0.011707988980716254
SCPCP000008,SCPCS000321,submitter_celltype_annotation,Monocyte,Myeloid,5,0.000573921028466483
SCPCP000008,SCPCS000322,submitter_celltype_annotation,Blast,Blast_Malignant,6840,0.577751499282034
SCPCP000008,SCPCS000322,submitter_celltype_annotation,Submitter-excluded,Excluded,4358,0.3681054143086409
SCPCP000008,SCPCS000322,submitter_celltype_annotation,DC,Myeloid,221,0.01866711715516513
SCPCP000008,SCPCS000322,submitter_celltype_annotation,Monocyte,Myeloid,192,0.016217585944758847
SCPCP000008,SCPCS000322,submitter_celltype_annotation,B,B,149,0.012585522425880563
SCPCP000008,SCPCS000322,submitter_celltype_annotation,T_NK,TNK,79,0.0066728608835205675
SCPCP000008,SCPCS000323,submitter_celltype_annotation,Blast,Blast_Malignant,5842,0.5380860274477296
SCPCP000008,SCPCS000323,submitter_celltype_annotation,Submitter-excluded,Excluded,4635,0.426913512019895
SCPCP000008,SCPCS000323,submitter_celltype_annotation,T_NK,TNK,149,0.013723864787694575
SCPCP000008,SCPCS000323,submitter_celltype_annotation,Erythroid,Erythroid,97,0.008934328083264253
SCPCP000008,SCPCS000323,submitter_celltype_annotation,Monocyte,Myeloid,88,0.008105369807497468
SCPCP000008,SCPCS000323,submitter_celltype_annotation,B,B,46,0.004236897853919131
SCPCP000008,SCPCS000324,submitter_celltype_annotation,Submitter-excluded,Excluded,4972,0.6194094929612558
SCPCP000008,SCPCS000324,submitter_celltype_annotation,Blast,Blast_Malignant,2527,0.3148125077862215
SCPCP000008,SCPCS000324,submitter_celltype_annotation,B,B,166,0.020680204310452224
SCPCP000008,SCPCS000324,submitter_celltype_annotation,Erythroid,Erythroid,124,0.015447863460819734
SCPCP000008,SCPCS000324,submitter_celltype_annotation,T_NK,TNK,105,0.013080852124081227
SCPCP000008,SCPCS000324,submitter_celltype_annotation,Monocyte,Myeloid,98,0.012208795315809144
SCPCP000008,SCPCS000324,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,35,0.004360284041360409
SCPCP000008,SCPCS000325,submitter_celltype_annotation,Submitter-excluded,Excluded,17842,0.8381641377366468
SCPCP000008,SCPCS000325,submitter_celltype_annotation,Blast,Blast_Malignant,2423,0.11382533940902899
SCPCP000008,SCPCS000325,submitter_celltype_annotation,Erythroid,Erythroid,643,0.03020622915394372
SCPCP000008,SCPCS000325,submitter_celltype_annotation,T_NK,TNK,187,0.008784704279607272
SCPCP000008,SCPCS000325,submitter_celltype_annotation,B,B,167,0.007845163714943393
SCPCP000008,SCPCS000325,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,17,0.0007986094799642975
SCPCP000008,SCPCS000325,submitter_celltype_annotation,Monocyte,Myeloid,8,0.00037581622586555175
SCPCP000008,SCPCS000326,submitter_celltype_annotation,Submitter-excluded,Excluded,6145,0.5871393082361934
SCPCP000008,SCPCS000326,submitter_celltype_annotation,Blast,Blast_Malignant,4297,0.41056755207338047
SCPCP000008,SCPCS000326,submitter_celltype_annotation,B,B,24,0.0022931396904261416
SCPCP000008,SCPCS000327,submitter_celltype_annotation,Blast,Blast_Malignant,5257,0.5414563806777217
SCPCP000008,SCPCS000327,submitter_celltype_annotation,Submitter-excluded,Excluded,4118,0.4241425481511999
SCPCP000008,SCPCS000327,submitter_celltype_annotation,Erythroid,Erythroid,130,0.013389638479761046
SCPCP000008,SCPCS000327,submitter_celltype_annotation,T_NK,TNK,116,0.011947677412709856
SCPCP000008,SCPCS000327,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,73,0.007518796992481203
SCPCP000008,SCPCS000327,submitter_celltype_annotation,Monocyte,Myeloid,15,0.0015449582861262745
SCPCP000008,SCPCS000328,submitter_celltype_annotation,Submitter-excluded,Excluded,4652,0.44157570004746083
SCPCP000008,SCPCS000328,submitter_celltype_annotation,Blast,Blast_Malignant,4568,0.4336022781205505
SCPCP000008,SCPCS000328,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,699,0.06635026103464642
SCPCP000008,SCPCS000328,submitter_celltype_annotation,Monocyte,Myeloid,180,0.0170859041290935
SCPCP000008,SCPCS000328,submitter_celltype_annotation,DC,Myeloid,179,0.016990982439487424
SCPCP000008,SCPCS000328,submitter_celltype_annotation,Erythroid,Erythroid,133,0.012624584717607974
SCPCP000008,SCPCS000328,submitter_celltype_annotation,T_NK,TNK,92,0.0087327954437589
SCPCP000008,SCPCS000328,submitter_celltype_annotation,B,B,32,0.0030374940673943995
SCPCP000008,SCPCS000329,submitter_celltype_annotation,Blast,Blast_Malignant,8441,0.7869662502330785
SCPCP000008,SCPCS000329,submitter_celltype_annotation,Submitter-excluded,Excluded,2021,0.18842066007831437
SCPCP000008,SCPCS000329,submitter_celltype_annotation,B,B,131,0.012213313443967928
SCPCP000008,SCPCS000329,submitter_celltype_annotation,T_NK,TNK,84,0.007831437628193175
SCPCP000008,SCPCS000329,submitter_celltype_annotation,Monocyte,Myeloid,49,0.004568338616446019
SCPCP000008,SCPCS000330,submitter_celltype_annotation,Submitter-excluded,Excluded,10861,0.6365234718396531
SCPCP000008,SCPCS000330,submitter_celltype_annotation,Blast,Blast_Malignant,5188,0.3040496981773428
SCPCP000008,SCPCS000330,submitter_celltype_annotation,T_NK,TNK,421,0.02467326964777589
SCPCP000008,SCPCS000330,submitter_celltype_annotation,B,B,241,0.014124128230674559
SCPCP000008,SCPCS000330,submitter_celltype_annotation,Erythroid,Erythroid,238,0.013948309207056203
SCPCP000008,SCPCS000330,submitter_celltype_annotation,Monocyte,Myeloid,114,0.006681122897497509
SCPCP000008,SCPCS000331,submitter_celltype_annotation,Blast,Blast_Malignant,5177,0.47926309942603224
SCPCP000008,SCPCS000331,submitter_celltype_annotation,Submitter-excluded,Excluded,4056,0.37548602110720236
SCPCP000008,SCPCS000331,submitter_celltype_annotation,T_NK,TNK,830,0.0768376226624699
SCPCP000008,SCPCS000331,submitter_celltype_annotation,Erythroid,Erythroid,349,0.03230883169783373
SCPCP000008,SCPCS000331,submitter_celltype_annotation,B,B,287,0.026569153860396225
SCPCP000008,SCPCS000331,submitter_celltype_annotation,Monocyte,Myeloid,41,0.003795593408628032
SCPCP000008,SCPCS000331,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,39,0.0036104425106461766
SCPCP000008,SCPCS000331,submitter_celltype_annotation,DC,Myeloid,20,0.0018515089798185522
SCPCP000008,SCPCS000331,submitter_celltype_annotation,Plasmablast,B,3,0.0002777263469727828
SCPCP000008,SCPCS000332,submitter_celltype_annotation,Blast,Blast_Malignant,1260,0.5509400961958898
SCPCP000008,SCPCS000332,submitter_celltype_annotation,Submitter-excluded,Excluded,746,0.3261915172715348
SCPCP000008,SCPCS000332,submitter_celltype_annotation,Erythroid,Erythroid,156,0.06821163095758635
SCPCP000008,SCPCS000332,submitter_celltype_annotation,T_NK,TNK,56,0.024486226497595104
SCPCP000008,SCPCS000332,submitter_celltype_annotation,B,B,38,0.016615653694796676
SCPCP000008,SCPCS000332,submitter_celltype_annotation,Plasmablast,B,31,0.01355487538259729
SCPCP000008,SCPCS000333,submitter_celltype_annotation,Submitter-excluded,Excluded,7255,0.5478779640537683
SCPCP000008,SCPCS000333,submitter_celltype_annotation,Blast,Blast_Malignant,5604,0.4231989125509742
SCPCP000008,SCPCS000333,submitter_celltype_annotation,T_NK,TNK,265,0.020012082766953633
SCPCP000008,SCPCS000333,submitter_celltype_annotation,B,B,76,0.0057393143029753815
SCPCP000008,SCPCS000333,submitter_celltype_annotation,Erythroid,Erythroid,24,0.0018124150430448573
SCPCP000008,SCPCS000333,submitter_celltype_annotation,Monocyte,Myeloid,18,0.001359311282283643
SCPCP000008,SCPCS000334,submitter_celltype_annotation,Submitter-excluded,Excluded,7714,0.545120486184722
SCPCP000008,SCPCS000334,submitter_celltype_annotation,Blast,Blast_Malignant,5826,0.41170235319058723
SCPCP000008,SCPCS000334,submitter_celltype_annotation,Erythroid,Erythroid,279,0.019715921136315456
SCPCP000008,SCPCS000334,submitter_celltype_annotation,T_NK,TNK,197,0.01392127764822274
SCPCP000008,SCPCS000334,submitter_celltype_annotation,B,B,108,0.007631969472122111
SCPCP000008,SCPCS000334,submitter_celltype_annotation,Monocyte,Myeloid,27,0.0019079923680305278
SCPCP000008,SCPCS000335,submitter_celltype_annotation,Submitter-excluded,Excluded,5717,0.6598568790397045
SCPCP000008,SCPCS000335,submitter_celltype_annotation,Blast,Blast_Malignant,2692,0.31071098799630653
SCPCP000008,SCPCS000335,submitter_celltype_annotation,T_NK,TNK,140,0.016158818097876268
SCPCP000008,SCPCS000335,submitter_celltype_annotation,B,B,60,0.006925207756232687
SCPCP000008,SCPCS000335,submitter_celltype_annotation,Erythroid,Erythroid,55,0.006348107109879963
SCPCP000008,SCPCS000336,submitter_celltype_annotation,Submitter-excluded,Excluded,6111,0.65625
SCPCP000008,SCPCS000336,submitter_celltype_annotation,Blast,Blast_Malignant,2189,0.23507302405498282
SCPCP000008,SCPCS000336,submitter_celltype_annotation,T_NK,TNK,667,0.07162800687285223
SCPCP000008,SCPCS000336,submitter_celltype_annotation,B,B,157,0.01685996563573883
SCPCP000008,SCPCS000336,submitter_celltype_annotation,Erythroid,Erythroid,155,0.016645189003436426
SCPCP000008,SCPCS000336,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,22,0.0023625429553264603
SCPCP000008,SCPCS000336,submitter_celltype_annotation,Monocyte,Myeloid,11,0.0011812714776632302
SCPCP000008,SCPCS000337,submitter_celltype_annotation,Submitter-excluded,Excluded,20449,0.6871072880615571
SCPCP000008,SCPCS000337,submitter_celltype_annotation,Blast,Blast_Malignant,8983,0.3018379758744666
SCPCP000008,SCPCS000337,submitter_celltype_annotation,T_NK,TNK,234,0.007862639024226337
SCPCP000008,SCPCS000337,submitter_celltype_annotation,Erythroid,Erythroid,59,0.0019824602667921107
SCPCP000008,SCPCS000337,submitter_celltype_annotation,B,B,36,0.0012096367729578978
SCPCP000008,SCPCS000338,submitter_celltype_annotation,Submitter-excluded,Excluded,11412,0.601486322669056
SCPCP000008,SCPCS000338,submitter_celltype_annotation,Blast,Blast_Malignant,6195,0.32651662889369104
SCPCP000008,SCPCS000338,submitter_celltype_annotation,Erythroid,Erythroid,806,0.0424814209666368
SCPCP000008,SCPCS000338,submitter_celltype_annotation,T_NK,TNK,492,0.02593158699204132
SCPCP000008,SCPCS000338,submitter_celltype_annotation,B,B,43,0.0022663785379223107
SCPCP000008,SCPCS000338,submitter_celltype_annotation,Monocyte,Myeloid,15,0.0007905971643915038
SCPCP000008,SCPCS000338,submitter_celltype_annotation,Plasmablast,B,10,0.0005270647762610025
SCPCP000008,SCPCS000339,submitter_celltype_annotation,Submitter-excluded,Excluded,4430,0.46475031472933276
SCPCP000008,SCPCS000339,submitter_celltype_annotation,Blast,Blast_Malignant,4158,0.4362148552245069
SCPCP000008,SCPCS000339,submitter_celltype_annotation,Erythroid,Erythroid,642,0.0673520772135963
SCPCP000008,SCPCS000339,submitter_celltype_annotation,B,B,128,0.013428451531682753
SCPCP000008,SCPCS000339,submitter_celltype_annotation,T_NK,TNK,123,0.012903902643726395
SCPCP000008,SCPCS000339,submitter_celltype_annotation,Monocyte,Myeloid,51,0.005350398657154847
SCPCP000008,SCPCS000340,submitter_celltype_annotation,Blast,Blast_Malignant,4850,0.5634948297897061
SCPCP000008,SCPCS000340,submitter_celltype_annotation,Submitter-excluded,Excluded,2699,0.31358196816544676
SCPCP000008,SCPCS000340,submitter_celltype_annotation,Erythroid,Erythroid,796,0.09248286278610433
SCPCP000008,SCPCS000340,submitter_celltype_annotation,T_NK,TNK,234,0.02718717323109097
SCPCP000008,SCPCS000340,submitter_celltype_annotation,Monocyte,Myeloid,15,0.001742767514813524
SCPCP000008,SCPCS000340,submitter_celltype_annotation,B,B,13,0.0015103985128383875
SCPCP000008,SCPCS000341,submitter_celltype_annotation,Blast,Blast_Malignant,4138,0.4668321299638989
SCPCP000008,SCPCS000341,submitter_celltype_annotation,Submitter-excluded,Excluded,3870,0.4365974729241877
SCPCP000008,SCPCS000341,submitter_celltype_annotation,T_NK,TNK,600,0.06768953068592058
SCPCP000008,SCPCS000341,submitter_celltype_annotation,B,B,166,0.018727436823104692
SCPCP000008,SCPCS000341,submitter_celltype_annotation,Monocyte,Myeloid,69,0.007784296028880866
SCPCP000008,SCPCS000341,submitter_celltype_annotation,Erythroid,Erythroid,16,0.0018050541516245488
SCPCP000008,SCPCS000341,submitter_celltype_annotation,DC,Myeloid,5,0.0005640794223826715
SCPCP000008,SCPCS000342,submitter_celltype_annotation,Blast,Blast_Malignant,1820,0.5491852745926373
SCPCP000008,SCPCS000342,submitter_celltype_annotation,Submitter-excluded,Excluded,1378,0.415811707905854
SCPCP000008,SCPCS000342,submitter_celltype_annotation,B,B,106,0.03198551599275799
SCPCP000008,SCPCS000342,submitter_celltype_annotation,T_NK,TNK,10,0.0030175015087507543
SCPCP000008,SCPCS000343,submitter_celltype_annotation,Submitter-excluded,Excluded,12819,0.6969499266025119
SCPCP000008,SCPCS000343,submitter_celltype_annotation,Blast,Blast_Malignant,4654,0.2530310444190725
SCPCP000008,SCPCS000343,submitter_celltype_annotation,T_NK,TNK,453,0.024628934920893818
SCPCP000008,SCPCS000343,submitter_celltype_annotation,Erythroid,Erythroid,329,0.017887239710759527
SCPCP000008,SCPCS000343,submitter_celltype_annotation,B,B,100,0.00543685097591475
SCPCP000008,SCPCS000343,submitter_celltype_annotation,HSC/MPP and pro.,Progenitor,30,0.001631055292774425
SCPCP000008,SCPCS000343,submitter_celltype_annotation,Monocyte,Myeloid,8,0.00043494807807318
SCPCP000008,SCPCS000344,submitter_celltype_annotation,Blast,Blast_Malignant,4243,0.4352687730816578
SCPCP000008,SCPCS000344,submitter_celltype_annotation,Submitter-excluded,Excluded,2966,0.30426754205990975
