project,scpca_sample_id,annotation_column,original_annotation,broad_class,cell_count,cell_fraction
SCPCP000022,SCPCS000670,consensus_celltype_annotation,monocyte,Myeloid,1,0.00078003120124805
SCPCP000022,SCPCS000670,consensus_celltype_annotation,B cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,Unknown,Unknown,2249,0.9079531691562374
SCPCP000022,SCPCS000672,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,81,0.03270084779975777
SCPCP000022,SCPCS000672,consensus_celltype_annotation,natural killer cell,TNK,69,0.027856277755349212
SCPCP000022,SCPCS000672,consensus_celltype_annotation,plasma cell,B,20,0.008074283407347598
SCPCP000022,SCPCS000672,consensus_celltype_annotation,B cell,B,16,0.006459426725878078
SCPCP000022,SCPCS000672,consensus_celltype_annotation,erythroid lineage cell,Erythroid,10,0.004037141703673799
SCPCP000022,SCPCS000672,consensus_celltype_annotation,lymphocyte of B lineage,B,8,0.003229713362939039
SCPCP000022,SCPCS000672,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,5,0.0020185708518368995
SCPCP000022,SCPCS000672,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,4,0.0016148566814695195
SCPCP000022,SCPCS000672,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,4,0.0016148566814695195
SCPCP000022,SCPCS000672,consensus_celltype_annotation,mature B cell,B,3,0.0012111425111021397
SCPCP000022,SCPCS000672,consensus_celltype_annotation,monocyte,Myeloid,3,0.0012111425111021397
SCPCP000022,SCPCS000672,consensus_celltype_annotation,memory B cell,B,2,0.0008074283407347598
SCPCP000022,SCPCS000672,consensus_celltype_annotation,granulocyte,Myeloid,1,0.0004037141703673799
SCPCP000022,SCPCS000672,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,1,0.0004037141703673799
SCPCP000022,SCPCS000672,consensus_celltype_annotation,mature T cell,TNK,1,0.0004037141703673799
SCPCP000022,SCPCS000672,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,erythrocyte,Erythroid,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000672,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,Unknown,Unknown,617,0.5
SCPCP000022,SCPCS000673,consensus_celltype_annotation,B cell,B,269,0.2179902755267423
SCPCP000022,SCPCS000673,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,228,0.1847649918962723
SCPCP000022,SCPCS000673,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,86,0.06969205834683954
SCPCP000022,SCPCS000673,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,9,0.007293354943273906
SCPCP000022,SCPCS000673,consensus_celltype_annotation,natural killer cell,TNK,7,0.005672609400324149
SCPCP000022,SCPCS000673,consensus_celltype_annotation,erythrocyte,Erythroid,6,0.004862236628849271
SCPCP000022,SCPCS000673,consensus_celltype_annotation,erythroid lineage cell,Erythroid,4,0.0032414910858995136
SCPCP000022,SCPCS000673,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,2,0.0016207455429497568
SCPCP000022,SCPCS000673,consensus_celltype_annotation,"B cell, CD19-positive",B,1,0.0008103727714748784
SCPCP000022,SCPCS000673,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,1,0.0008103727714748784
SCPCP000022,SCPCS000673,consensus_celltype_annotation,monocyte,Myeloid,1,0.0008103727714748784
SCPCP000022,SCPCS000673,consensus_celltype_annotation,lymphocyte of B lineage,B,1,0.0008103727714748784
SCPCP000022,SCPCS000673,consensus_celltype_annotation,plasma cell,B,1,0.0008103727714748784
SCPCP000022,SCPCS000673,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,1,0.0008103727714748784
SCPCP000022,SCPCS000673,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000673,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,Unknown,Unknown,256,0.8767123287671232
SCPCP000022,SCPCS000674,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,10,0.03424657534246575
SCPCP000022,SCPCS000674,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,6,0.02054794520547945
SCPCP000022,SCPCS000674,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,4,0.0136986301369863
SCPCP000022,SCPCS000674,consensus_celltype_annotation,mature B cell,B,3,0.010273972602739725
SCPCP000022,SCPCS000674,consensus_celltype_annotation,mature alpha-beta T cell,TNK,3,0.010273972602739725
SCPCP000022,SCPCS000674,consensus_celltype_annotation,natural killer cell,TNK,2,0.00684931506849315
SCPCP000022,SCPCS000674,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,2,0.00684931506849315
SCPCP000022,SCPCS000674,consensus_celltype_annotation,B cell,B,2,0.00684931506849315
SCPCP000022,SCPCS000674,consensus_celltype_annotation,mature T cell,TNK,1,0.003424657534246575
SCPCP000022,SCPCS000674,consensus_celltype_annotation,erythrocyte,Erythroid,1,0.003424657534246575
SCPCP000022,SCPCS000674,consensus_celltype_annotation,erythroid lineage cell,Erythroid,1,0.003424657534246575
SCPCP000022,SCPCS000674,consensus_celltype_annotation,memory B cell,B,1,0.003424657534246575
SCPCP000022,SCPCS000674,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000674,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,Unknown,Unknown,1435,0.7616772823779193
SCPCP000022,SCPCS000675,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,203,0.10774946921443737
SCPCP000022,SCPCS000675,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,60,0.03184713375796178
SCPCP000022,SCPCS000675,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,40,0.021231422505307854
SCPCP000022,SCPCS000675,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,31,0.016454352441613588
SCPCP000022,SCPCS000675,consensus_celltype_annotation,monocyte,Myeloid,25,0.01326963906581741
SCPCP000022,SCPCS000675,consensus_celltype_annotation,B cell,B,23,0.012208067940552018
SCPCP000022,SCPCS000675,consensus_celltype_annotation,megakaryocyte,Other,11,0.00583864118895966
SCPCP000022,SCPCS000675,consensus_celltype_annotation,naive B cell,B,9,0.004777070063694267
SCPCP000022,SCPCS000675,consensus_celltype_annotation,erythrocyte,Erythroid,8,0.004246284501061571
SCPCP000022,SCPCS000675,consensus_celltype_annotation,mature B cell,B,6,0.0031847133757961785
SCPCP000022,SCPCS000675,consensus_celltype_annotation,plasma cell,B,6,0.0031847133757961785
SCPCP000022,SCPCS000675,consensus_celltype_annotation,mature T cell,TNK,5,0.002653927813163482
SCPCP000022,SCPCS000675,consensus_celltype_annotation,myeloid leukocyte,Myeloid,5,0.002653927813163482
SCPCP000022,SCPCS000675,consensus_celltype_annotation,memory T cell,TNK,5,0.002653927813163482
SCPCP000022,SCPCS000675,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,4,0.0021231422505307855
SCPCP000022,SCPCS000675,consensus_celltype_annotation,mature alpha-beta T cell,TNK,2,0.0010615711252653928
SCPCP000022,SCPCS000675,consensus_celltype_annotation,T cell,TNK,2,0.0010615711252653928
SCPCP000022,SCPCS000675,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,2,0.0010615711252653928
SCPCP000022,SCPCS000675,consensus_celltype_annotation,antibody secreting cell,B,1,0.0005307855626326964
SCPCP000022,SCPCS000675,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,1,0.0005307855626326964
SCPCP000022,SCPCS000675,consensus_celltype_annotation,natural killer cell,TNK,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,erythroid lineage cell,Erythroid,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000675,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,Unknown,Unknown,498,0.4364592462751972
SCPCP000022,SCPCS000676,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,396,0.3470639789658195
SCPCP000022,SCPCS000676,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,134,0.11744084136722173
SCPCP000022,SCPCS000676,consensus_celltype_annotation,erythrocyte,Erythroid,48,0.042068361086765996
SCPCP000022,SCPCS000676,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,30,0.026292725679228746
SCPCP000022,SCPCS000676,consensus_celltype_annotation,erythroid lineage cell,Erythroid,9,0.007887817703768623
SCPCP000022,SCPCS000676,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,5,0.0043821209465381246
SCPCP000022,SCPCS000676,consensus_celltype_annotation,naive B cell,B,4,0.0035056967572304996
SCPCP000022,SCPCS000676,consensus_celltype_annotation,B cell,B,3,0.0026292725679228747
SCPCP000022,SCPCS000676,consensus_celltype_annotation,memory T cell,TNK,2,0.0017528483786152498
SCPCP000022,SCPCS000676,consensus_celltype_annotation,memory B cell,B,2,0.0017528483786152498
SCPCP000022,SCPCS000676,consensus_celltype_annotation,mature B cell,B,2,0.0017528483786152498
SCPCP000022,SCPCS000676,consensus_celltype_annotation,lymphocyte of B lineage,B,2,0.0017528483786152498
SCPCP000022,SCPCS000676,consensus_celltype_annotation,natural killer cell,TNK,1,0.0008764241893076249
SCPCP000022,SCPCS000676,consensus_celltype_annotation,myeloid leukocyte,Myeloid,1,0.0008764241893076249
SCPCP000022,SCPCS000676,consensus_celltype_annotation,mature alpha-beta T cell,TNK,1,0.0008764241893076249
SCPCP000022,SCPCS000676,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,1,0.0008764241893076249
SCPCP000022,SCPCS000676,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,1,0.0008764241893076249
SCPCP000022,SCPCS000676,consensus_celltype_annotation,T cell,TNK,1,0.0008764241893076249
SCPCP000022,SCPCS000676,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000676,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,Unknown,Unknown,1313,0.7829457364341085
SCPCP000022,SCPCS000677,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,164,0.09779367918902802
SCPCP000022,SCPCS000677,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,112,0.06678592725104353
SCPCP000022,SCPCS000677,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,29,0.0172927847346452
SCPCP000022,SCPCS000677,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,14,0.008348240906380441
SCPCP000022,SCPCS000677,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,12,0.007155635062611807
SCPCP000022,SCPCS000677,consensus_celltype_annotation,erythrocyte,Erythroid,11,0.00655933214072749
SCPCP000022,SCPCS000677,consensus_celltype_annotation,erythroid lineage cell,Erythroid,7,0.0041741204531902205
SCPCP000022,SCPCS000677,consensus_celltype_annotation,lymphocyte of B lineage,B,4,0.002385211687537269
SCPCP000022,SCPCS000677,consensus_celltype_annotation,mature alpha-beta T cell,TNK,3,0.0017889087656529517
SCPCP000022,SCPCS000677,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,2,0.0011926058437686344
SCPCP000022,SCPCS000677,consensus_celltype_annotation,memory B cell,B,1,0.0005963029218843172
SCPCP000022,SCPCS000677,consensus_celltype_annotation,monocyte,Myeloid,1,0.0005963029218843172
SCPCP000022,SCPCS000677,consensus_celltype_annotation,mature T cell,TNK,1,0.0005963029218843172
SCPCP000022,SCPCS000677,consensus_celltype_annotation,naive B cell,B,1,0.0005963029218843172
SCPCP000022,SCPCS000677,consensus_celltype_annotation,natural killer cell,TNK,1,0.0005963029218843172
SCPCP000022,SCPCS000677,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,1,0.0005963029218843172
SCPCP000022,SCPCS000677,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,B cell,B,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000677,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,Unknown,Unknown,3001,0.9637122671804753
SCPCP000022,SCPCS000678,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,53,0.0170199100834939
SCPCP000022,SCPCS000678,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,19,0.0061014771997430954
SCPCP000022,SCPCS000678,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,10,0.0032113037893384713
SCPCP000022,SCPCS000678,consensus_celltype_annotation,erythroid lineage cell,Erythroid,9,0.002890173410404624
SCPCP000022,SCPCS000678,consensus_celltype_annotation,B cell,B,3,0.0009633911368015414
SCPCP000022,SCPCS000678,consensus_celltype_annotation,naive B cell,B,3,0.0009633911368015414
SCPCP000022,SCPCS000678,consensus_celltype_annotation,mature alpha-beta T cell,TNK,3,0.0009633911368015414
SCPCP000022,SCPCS000678,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,3,0.0009633911368015414
SCPCP000022,SCPCS000678,consensus_celltype_annotation,natural killer cell,TNK,2,0.0006422607578676942
SCPCP000022,SCPCS000678,consensus_celltype_annotation,monocyte,Myeloid,2,0.0006422607578676942
SCPCP000022,SCPCS000678,consensus_celltype_annotation,T cell,TNK,2,0.0006422607578676942
SCPCP000022,SCPCS000678,consensus_celltype_annotation,erythrocyte,Erythroid,2,0.0006422607578676942
SCPCP000022,SCPCS000678,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,1,0.0003211303789338471
SCPCP000022,SCPCS000678,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,1,0.0003211303789338471
SCPCP000022,SCPCS000678,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000678,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
