project,scpca_sample_id,annotation_column,original_annotation,broad_class,cell_count,cell_fraction
SCPCP000022,SCPCS000659,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,erythrocyte,Erythroid,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000659,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,Unknown,Unknown,118,0.944
SCPCP000022,SCPCS000660,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,2,0.016
SCPCP000022,SCPCS000660,consensus_celltype_annotation,erythroid lineage cell,Erythroid,2,0.016
SCPCP000022,SCPCS000660,consensus_celltype_annotation,erythrocyte,Erythroid,1,0.008
SCPCP000022,SCPCS000660,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,1,0.008
SCPCP000022,SCPCS000660,consensus_celltype_annotation,T cell,TNK,1,0.008
SCPCP000022,SCPCS000660,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,B cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,natural killer cell,TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000660,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,Unknown,Unknown,18,0.46153846153846156
SCPCP000022,SCPCS000661,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,13,0.3333333333333333
SCPCP000022,SCPCS000661,consensus_celltype_annotation,mature T cell,TNK,2,0.05128205128205128
SCPCP000022,SCPCS000661,consensus_celltype_annotation,T cell,TNK,2,0.05128205128205128
SCPCP000022,SCPCS000661,consensus_celltype_annotation,lymphocyte of B lineage,B,1,0.02564102564102564
SCPCP000022,SCPCS000661,consensus_celltype_annotation,monocyte,Myeloid,1,0.02564102564102564
SCPCP000022,SCPCS000661,consensus_celltype_annotation,mature alpha-beta T cell,TNK,1,0.02564102564102564
SCPCP000022,SCPCS000661,consensus_celltype_annotation,memory T cell,TNK,1,0.02564102564102564
SCPCP000022,SCPCS000661,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,B cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,natural killer cell,TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,erythroid lineage cell,Erythroid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,erythrocyte,Erythroid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000661,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,17,0.3333333333333333
SCPCP000022,SCPCS000662,consensus_celltype_annotation,Unknown,Unknown,14,0.27450980392156865
SCPCP000022,SCPCS000662,consensus_celltype_annotation,B cell,B,10,0.19607843137254902
SCPCP000022,SCPCS000662,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,6,0.11764705882352941
SCPCP000022,SCPCS000662,consensus_celltype_annotation,erythrocyte,Erythroid,1,0.0196078431372549
SCPCP000022,SCPCS000662,consensus_celltype_annotation,erythroid lineage cell,Erythroid,1,0.0196078431372549
SCPCP000022,SCPCS000662,consensus_celltype_annotation,natural killer cell,TNK,1,0.0196078431372549
SCPCP000022,SCPCS000662,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,1,0.0196078431372549
SCPCP000022,SCPCS000662,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000662,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,Unknown,Unknown,145,0.6016597510373444
SCPCP000022,SCPCS000664,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,45,0.18672199170124482
SCPCP000022,SCPCS000664,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,34,0.14107883817427386
SCPCP000022,SCPCS000664,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,7,0.029045643153526972
SCPCP000022,SCPCS000664,consensus_celltype_annotation,B cell,B,2,0.008298755186721992
SCPCP000022,SCPCS000664,consensus_celltype_annotation,erythrocyte,Erythroid,2,0.008298755186721992
SCPCP000022,SCPCS000664,consensus_celltype_annotation,natural killer cell,TNK,1,0.004149377593360996
SCPCP000022,SCPCS000664,consensus_celltype_annotation,mature alpha-beta T cell,TNK,1,0.004149377593360996
SCPCP000022,SCPCS000664,consensus_celltype_annotation,mature T cell,TNK,1,0.004149377593360996
SCPCP000022,SCPCS000664,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,1,0.004149377593360996
SCPCP000022,SCPCS000664,consensus_celltype_annotation,erythroid lineage cell,Erythroid,1,0.004149377593360996
SCPCP000022,SCPCS000664,consensus_celltype_annotation,regulatory T cell,TNK,1,0.004149377593360996
SCPCP000022,SCPCS000664,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000664,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,Unknown,Unknown,14,0.30434782608695654
SCPCP000022,SCPCS000665,consensus_celltype_annotation,B cell,B,10,0.21739130434782608
SCPCP000022,SCPCS000665,consensus_celltype_annotation,erythroid lineage cell,Erythroid,9,0.1956521739130435
SCPCP000022,SCPCS000665,consensus_celltype_annotation,erythrocyte,Erythroid,6,0.13043478260869565
SCPCP000022,SCPCS000665,consensus_celltype_annotation,monocyte,Myeloid,3,0.06521739130434782
SCPCP000022,SCPCS000665,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,2,0.043478260869565216
SCPCP000022,SCPCS000665,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,1,0.021739130434782608
SCPCP000022,SCPCS000665,consensus_celltype_annotation,lymphocyte of B lineage,B,1,0.021739130434782608
SCPCP000022,SCPCS000665,consensus_celltype_annotation,natural killer cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000665,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,Unknown,Unknown,293,0.7532133676092545
SCPCP000022,SCPCS000666,consensus_celltype_annotation,erythrocyte,Erythroid,36,0.09254498714652956
SCPCP000022,SCPCS000666,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,15,0.038560411311053984
SCPCP000022,SCPCS000666,consensus_celltype_annotation,erythroid lineage cell,Erythroid,14,0.03598971722365039
SCPCP000022,SCPCS000666,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,13,0.033419023136246784
SCPCP000022,SCPCS000666,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,6,0.015424164524421594
SCPCP000022,SCPCS000666,consensus_celltype_annotation,mature T cell,TNK,3,0.007712082262210797
SCPCP000022,SCPCS000666,consensus_celltype_annotation,mature alpha-beta T cell,TNK,2,0.005141388174807198
SCPCP000022,SCPCS000666,consensus_celltype_annotation,B cell,B,2,0.005141388174807198
SCPCP000022,SCPCS000666,consensus_celltype_annotation,natural killer cell,TNK,2,0.005141388174807198
SCPCP000022,SCPCS000666,consensus_celltype_annotation,monocyte,Myeloid,1,0.002570694087403599
SCPCP000022,SCPCS000666,consensus_celltype_annotation,plasmacytoid dendritic cell,B,1,0.002570694087403599
SCPCP000022,SCPCS000666,consensus_celltype_annotation,macrophage,Myeloid,1,0.002570694087403599
SCPCP000022,SCPCS000666,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000666,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,Unknown,Unknown,141,0.8924050632911392
SCPCP000022,SCPCS000668,consensus_celltype_annotation,erythrocyte,Erythroid,5,0.03164556962025317
SCPCP000022,SCPCS000668,consensus_celltype_annotation,erythroid lineage cell,Erythroid,4,0.02531645569620253
SCPCP000022,SCPCS000668,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,3,0.0189873417721519
SCPCP000022,SCPCS000668,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,2,0.012658227848101266
SCPCP000022,SCPCS000668,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,2,0.012658227848101266
SCPCP000022,SCPCS000668,consensus_celltype_annotation,"CD8-positive, alpha-beta memory T cell",TNK,1,0.006329113924050633
SCPCP000022,SCPCS000668,consensus_celltype_annotation,B cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,mononuclear phagocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,mature alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,megakaryocyte,Other,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,memory B cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,memory T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,monocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,myeloid leukocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,mature NK T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,naive B cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,natural killer cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,plasma cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,plasmacytoid dendritic cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,platelet,Stromal,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,mature T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,hematopoietic stem cell,Progenitor,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,mature B cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,macrophage,Myeloid,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,lymphocyte of B lineage,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,"B cell, CD19-positive",B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,granulocyte,Myeloid,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,fibroblast,Blast_Malignant,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,dendritic cell,Myeloid,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,antibody secreting cell,B,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,alpha-beta T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,T cell,TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,"CD4-positive, alpha-beta memory T cell",TNK,0,0.0
SCPCP000022,SCPCS000668,consensus_celltype_annotation,regulatory T cell,TNK,0,0.0
SCPCP000022,SCPCS000670,consensus_celltype_annotation,Unknown,Unknown,1216,0.9485179407176287
SCPCP000022,SCPCS000670,consensus_celltype_annotation,common lymphoid progenitor,Progenitor,21,0.01638065522620905
SCPCP000022,SCPCS000670,consensus_celltype_annotation,hematopoietic precursor cell,Progenitor,17,0.01326053042121685
SCPCP000022,SCPCS000670,consensus_celltype_annotation,erythroid lineage cell,Erythroid,8,0.0062402496099844
SCPCP000022,SCPCS000670,consensus_celltype_annotation,natural killer cell,TNK,6,0.0046801872074883
SCPCP000022,SCPCS000670,consensus_celltype_annotation,"CD8-positive, alpha-beta T cell",TNK,5,0.0039001560062402497
SCPCP000022,SCPCS000670,consensus_celltype_annotation,erythrocyte,Erythroid,3,0.00234009360374415
SCPCP000022,SCPCS000670,consensus_celltype_annotation,hematopoietic oligopotent progenitor cell,Progenitor,2,0.0015600624024961
SCPCP000022,SCPCS000670,consensus_celltype_annotation,"CD4-positive, alpha-beta T cell",TNK,2,0.0015600624024961
SCPCP000022,SCPCS000670,consensus_celltype_annotation,T cell,TNK,1,0.00078003120124805
